antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"region_txt_Middle East & North Africa, weaptype1_txt_Explosives, targtype1_txt_Unknown",attacktype1_txt_Bombing/Explosion,0.011563588730316857,0.4857422767225674,0.011558084880373822,0.9995240361732509,2.0577250201841726,1.0,0.005941160963426289,1080.4554766060794,0.5200399454842909,0.02379441624365482,0.999074464407232,0.5116593610133718
attacktype1_txt_Bombing/Explosion,"region_txt_Middle East & North Africa, weaptype1_txt_Explosives, targtype1_txt_Unknown",0.4857422767225674,0.011563588730316857,0.011558084880373822,0.02379468585349272,2.057725020184172,1.0,0.005941160963426289,1.0125292261227543,0.9995502141521877,0.02379441624365482,0.012374187134066182,0.5116593610133718
attacktype1_txt_Bombing/Explosion,"weaptype1_txt_Explosives, targtype1_txt_Unknown",0.4857422767225674,0.029544666494212703,0.029495131844725384,0.060721772137555946,2.0552532603287403,1.0,0.015144038276817552,1.0331926203743638,0.9984137054443641,0.06071558053113387,0.03212626544151743,0.5295225850255588
"weaptype1_txt_Explosives, targtype1_txt_Unknown",attacktype1_txt_Bombing/Explosion,0.029544666494212703,0.4857422767225674,0.029495131844725384,0.9983233979135617,2.05525326032874,1.0,0.015144038276817552,306.7261620614511,0.5290732518270425,0.06071558053113387,0.9967397629426874,0.5295225850255588
"weaptype1_txt_Explosives, targtype1_txt_Unknown, region_txt_South Asia",attacktype1_txt_Bombing/Explosion,0.011965369776158422,0.4857422767225674,0.011937850526443246,0.9977000919963201,2.0539700573894217,1.0,0.006125764569544658,223.5992580810278,0.5193522268720385,0.024575118966689326,0.9955277132465367,0.511138301621071
attacktype1_txt_Bombing/Explosion,"weaptype1_txt_Explosives, targtype1_txt_Unknown, region_txt_South Asia",0.4857422767225674,0.011965369776158422,0.011937850526443246,0.024576511245821765,2.0539700573894217,1.0,0.006125764569544658,1.0129288884418504,0.9978226134614895,0.024575118966689326,0.012763865844263231,0.511138301621071
"weaptype1_txt_Explosives, targtype1_txt_Utilities",attacktype1_txt_Bombing/Explosion,0.029858385940965706,0.4857422767225674,0.029720789692389827,0.9953917050691244,2.049217769936143,1.0,0.015217309326164047,111.59392595120335,0.5277671929755996,0.06116900770276394,0.9910389387999732,0.5282890200604814
attacktype1_txt_Bombing/Explosion,"weaptype1_txt_Explosives, targtype1_txt_Utilities",0.4857422767225674,0.029858385940965706,0.029720789692389827,0.061186335051838424,2.049217769936143,1.0,0.015217309326164047,1.033369719978035,0.9956270820351583,0.06116900770276394,0.03229214029877331,0.5282890200604814
"weaptype1_txt_Explosives, targtype1_txt_Transportation",attacktype1_txt_Bombing/Explosion,0.023457408457215823,0.4857422767225674,0.023314308358696908,0.9938995776630689,2.0461459199499252,1.0,0.011920053368677686,84.29870833109202,0.5235576069526614,0.04798314473102933,0.9881374220341266,0.5209484291352
attacktype1_txt_Bombing/Explosion,"weaptype1_txt_Explosives, targtype1_txt_Transportation",0.4857422767225674,0.023457408457215823,0.023314308358696908,0.04799728060733103,2.0461459199499252,1.0,0.011920053368677686,1.0257771029958511,0.9942024770324476,0.04798314473102933,0.02512934137500962,0.5209484291352
"region_txt_Middle East & North Africa, weaptype1_txt_Explosives, targtype1_txt_Business",attacktype1_txt_Bombing/Explosion,0.016753719226599007,0.4857422767225674,0.016643642227738304,0.9934296977660972,2.0451785759086736,1.0,0.008505652507039451,78.27002548282525,0.51975293685342,0.03425658453695837,0.9872237169487132,0.5138470226975633
attacktype1_txt_Bombing/Explosion,"region_txt_Middle East & North Africa, weaptype1_txt_Explosives, targtype1_txt_Business",0.4857422767225674,0.016753719226599007,0.016643642227738304,0.034264347629029517,2.045178575908673,1.0,0.008505652507039451,1.0181319063445988,0.9937529743359402,0.03425658453695837,0.017808995309554605,0.5138470226975633
"region_txt_South America, weaptype1_txt_Explosives, targtype1_txt_Business",attacktype1_txt_Bombing/Explosion,0.011728704228607912,0.4857422767225674,0.011596611829975068,0.9887376818395119,2.0355190997802137,1.0,0.005899484334965456,45.66180034600859,0.5147623209738131,0.02386751095957136,0.9780998560630032,0.5063058416562581
