antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'weaptype1_txt_Explosives', 'decade_1980s'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'casualty_level_0_None', 'success_Success'})",0.0685035624794661,0.17242106398732904,0.04380403175583898,0.6394416607015032,3.708605236008141,1.0,0.031992574626206964,2.2952705451850335,0.7840683227835108,0.22221945819547748,0.5643215122950201,0.446747165599031
"frozenset({'success_Success', 'attacktype1_txt_Assassination'})","frozenset({'weaptype1_txt_Firearms', 'casualty_level_1_Low_1_5'})",0.07722219770412542,0.2003373690120678,0.057313503096635625,0.7421894843789687,3.7046981700865858,1.0,0.0418430111792614,3.10174559428521,0.7911682263296191,0.26022486919737287,0.6776008961397598,0.5141372094517533
"frozenset({'weaptype1_txt_Firearms', 'success_Success', 'casualty_level_2_Medium_6_20'})",frozenset({'attacktype1_txt_Armed Assault'}),0.042431018334632795,0.236016103485983,0.03690463931427787,0.8697561539350515,3.68515597490451,1.0,0.026890235699995532,5.8657965009190685,0.7609280157671712,0.152787364489017,0.8295201683448586,0.5130605373361031
"frozenset({'weaptype1_txt_Firearms', 'casualty_level_2_Medium_6_20'})",frozenset({'attacktype1_txt_Armed Assault'}),0.04381874261392334,0.236016103485983,0.0378657487091222,0.8641450313339302,3.6613816539228297,1.0,0.02752381981772882,5.623525617174017,0.7601896127089082,0.15649001925220388,0.8221756122269558,0.5122910858192578
"frozenset({'targtype1_txt_Private Citizens & Property', 'attacktype1_txt_Bombing/Explosion', 'decade_2010s', 'success_Success'})","frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa'})",0.06670393417381369,0.1763537667152125,0.04299983818056107,0.6446372123796221,3.655364012840305,1.0,0.03123634813428544,2.3177616283353255,0.7783483303174427,0.2149370067160155,0.568549246922245,0.44423218643672463
"frozenset({'attacktype1_txt_Armed Assault', 'region_txt_South Asia', 'success_Success'})","frozenset({'weaptype1_txt_Firearms', 'decade_2010s'})",0.05866199842103457,0.15288014083194806,0.032530610843863855,0.5545431747889326,3.6273068023825834,1.0,0.023562356263772576,1.9016879105324462,0.7694508939046368,0.1817235522927738,0.4741513607666497,0.3836641203514538
"frozenset({'weaptype1_txt_Firearms', 'success_Success', 'targtype1_txt_Military'})",frozenset({'attacktype1_txt_Armed Assault'}),0.05802943152340743,0.236016103485983,0.04966385689277256,0.8558391076559068,3.6261894634097924,1.0,0.03596797657711126,5.299522527166987,0.7688439995933793,0.20322250536749803,0.8113037552206465,0.5331324104068734
"frozenset({'attacktype1_txt_Bombing/Explosion', 'decade_1980s'})","frozenset({'weaptype1_txt_Explosives', 'casualty_level_0_None', 'success_Success'})",0.06931265967410545,0.1745051022159456,0.04380403175583898,0.6319773611602405,3.6215408783760643,1.0,0.03170861899455016,2.243054667469744,0.7777847720629263,0.21900512393047142,0.5541793900511394,0.4414979957794908
"frozenset({'weaptype1_txt_Firearms', 'targtype1_txt_Military'})",frozenset({'attacktype1_txt_Armed Assault'}),0.06402655800246161,0.236016103485983,0.05468025949953661,0.854024661101325,3.6185016551298395,1.0,0.03956896076017634,5.2336504390259835,0.773144287214533,0.22285508723544578,0.8089287751158813,0.5428524336027495
"frozenset({'targtype1_txt_Private Citizens & Property', 'weaptype1_txt_Explosives', 'decade_2010s'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'region_txt_Middle East & North Africa'})",0.07445165276490577,0.16837067439477077,0.045353575474057405,0.6091681485872358,3.618018106638618,1.0,0.03281810048822492,2.1278442956966965,0.7818128427552735,0.22967469580332756,0.5300408013770664,0.43926778817991796
"frozenset({'targtype1_txt_Private Citizens & Property', 'attacktype1_txt_Bombing/Explosion', 'decade_2010s'})","frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa'})",0.07164678249015598,0.1763537667152125,0.045353575474057405,0.6330162206556705,3.589468104063273,1.0,0.03271839550889287,2.2443668620895254,0.777082664152202,0.22380583651938252,0.5544400441427872,0.4450950305814222
"frozenset({'attacktype1_txt_Bombing/Explosion', 'decade_2010s', 'casualty_level_2_Medium_6_20'})","frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa'})",0.05184106388925666,0.1763537667152125,0.032805213528105094,0.6328036322360954,3.588262638347769,1.0,0.023662846640710698,2.2430674853907195,0.7607517808193254,0.16789640114440596,0.5541819376754908,0.40941149246105735
"frozenset({'attacktype1_txt_Bombing/Explosion', 'decade_2010s', 'success_Success', 'casualty_level_2_Medium_6_20'})","frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa'})",0.051144749939930664,0.1763537667152125,0.03224129730153827,0.6303930968360499,3.5745938891912052,1.0,0.023221728001923857,2.228438446993602,0.7590704073350207,0.16512217785479297,0.5512552741364226,0.40660740371776916
"frozenset({'weaptype1_txt_Explosives', 'decade_2010s', 'success_Success', 'casualty_level_2_Medium_6_20'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'region_txt_Middle East & North Africa'})",0.05453315091869309,0.16837067439477077,0.03224129730153827,0.5912238108083806,3.5114417218652108,1.0,0.0230595139044861,2.0344368081952826,0.7564693459922227,0.16910138367367936,0.5084634745243897,0.39135689608452584
"frozenset({'weaptype1_txt_Firearms', 'targtype1_txt_Military'})","frozenset({'success_Success', 'attacktype1_txt_Armed Assault'})",0.06402655800246161,0.22095708842696796,0.04966385689277256,0.7756758826683006,3.510527262060124,1.0,0.035516735054548255,3.4728450994909803,0.7640628178972386,0.21104836525036985,0.7120516546659189,0.5002214300159079
"frozenset({'weaptype1_txt_Explosives', 'decade_2010s', 'casualty_level_2_Medium_6_20'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'region_txt_Middle East & North Africa'})",0.056102309114357304,0.16837067439477077,0.032805213528105094,0.5847390962328468,3.472927208581684,1.0,0.02335922990741686,2.002667041517455,0.7543809772969007,0.1711566505487758,0.5006658724246628,0.3897891660101792
"frozenset({'weaptype1_txt_Explosives', 'region_txt_Middle East & North Africa', 'casualty_level_2_Medium_6_20'})","frozenset({'attacktype1_txt_Bombing/Explosion', 'decade_2010s', 'success_Success'})",0.042833115122271746,0.21843172445582085,0.03224129730153827,0.7527189467658845,3.4460147610935814,1.0,0.022885186101565754,3.1606476328140776,0.741573625090647,0.14077721871319987,0.6836091471830248,0.4501612468704268
