decade,region_txt,country_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,casualty_level,support,total_killed,total_wounded,total_casualties,avg_casualties_per_event,cuboid_level
ALL,Middle East & North Africa,Libya,Bombing/Explosion,Private Citizens & Property,ALL,0_None,115,0.0,0.0,0.0,0.0,5
ALL,South Asia,India,Bombing/Explosion,Educational Institution,ALL,0_None,115,0.0,0.0,0.0,0.0,5
ALL,Middle East & North Africa,Yemen,Armed Assault,ALL,Firearms,2_Medium_6_20,115,663.0,470.0,1133.0,9.852173913043478,5
ALL,North America,United States,Bombing/Explosion,ALL,Explosives,1_Low_1_5,115,28.0,176.0,204.0,1.7739130434782608,5
ALL,South Asia,India,Facility/Infrastructure Attack,ALL,Firearms,0_None,115,0.0,0.0,0.0,0.0,5
ALL,Central America & Caribbean,El Salvador,ALL,Military,Firearms,3_High_21_100,115,3459.0,864.0,4323.0,37.59130434782609,5
ALL,Middle East & North Africa,Iraq,ALL,Military,Firearms,2_Medium_6_20,115,686.0,441.0,1127.0,9.8,5
ALL,Middle East & North Africa,Libya,ALL,Private Citizens & Property,Explosives,0_None,115,0.0,0.0,0.0,0.0,5
ALL,South America,Peru,ALL,Transportation,Explosives,0_None,115,0.0,0.0,0.0,0.0,5
ALL,South Asia,Nepal,ALL,Government (General),Explosives,0_None,115,0.0,0.0,0.0,0.0,5
ALL,Sub-Saharan Africa,Nigeria,ALL,Private Citizens & Property,Explosives,2_Medium_6_20,115,824.0,491.0,1315.0,11.434782608695652,5
ALL,South America,ALL,Armed Assault,Business,Firearms,0_None,115,0.0,0.0,0.0,0.0,5
ALL,ALL,India,Bombing/Explosion,Educational Institution,Explosives,0_None,115,0.0,0.0,0.0,0.0,5
ALL,ALL,Libya,Bombing/Explosion,Private Citizens & Property,Explosives,0_None,115,0.0,0.0,0.0,0.0,5
ALL,ALL,Peru,Bombing/Explosion,Transportation,Explosives,0_None,115,0.0,0.0,0.0,0.0,5
1970s,Western Europe,United Kingdom,Bombing/Explosion,Military,ALL,ALL,114,192.0,97.0,289.0,2.5350877192982457,5
1990s,Middle East & North Africa,Egypt,Armed Assault,Police,ALL,ALL,114,224.0,226.0,450.0,3.9473684210526314,5
1990s,South America,Colombia,Armed Assault,Police,ALL,ALL,114,265.0,168.0,433.0,3.7982456140350878,5
2010s,Middle East & North Africa,West Bank and Gaza Strip,Armed Assault,Private Citizens & Property,ALL,ALL,114,50.0,141.0,191.0,1.6754385964912282,5
2010s,Sub-Saharan Africa,Somalia,Armed Assault,Government (General),ALL,ALL,114,205.0,56.0,261.0,2.289473684210526,5
1990s,South Asia,Pakistan,Armed Assault,ALL,ALL,2_Medium_6_20,114,623.0,596.0,1219.0,10.692982456140351,5
2000s,South America,Colombia,Bombing/Explosion,ALL,ALL,1_Low_1_5,114,89.0,230.0,319.0,2.7982456140350878,5
1980s,Middle East & North Africa,Lebanon,ALL,Private Citizens & Property,Explosives,ALL,114,543.0,1869.0,2412.0,21.157894736842106,5
1980s,South Asia,Sri Lanka,ALL,Military,Explosives,ALL,114,643.0,474.0,1117.0,9.798245614035087,5
2010s,Southeast Asia,Thailand,ALL,Police,Firearms,ALL,114,104.0,69.0,173.0,1.5175438596491229,5
1970s,North America,United States,ALL,Military,ALL,0_None,114,0.0,0.0,0.0,0.0,5
1980s,Central America & Caribbean,El Salvador,ALL,Military,ALL,3_High_21_100,114,3322.0,819.0,4141.0,36.324561403508774,5
1980s,Central America & Caribbean,Guatemala,ALL,Private Citizens & Property,ALL,1_Low_1_5,114,204.0,26.0,230.0,2.017543859649123,5
1990s,South Asia,India,ALL,ALL,Firearms,0_None,114,0.0,0.0,0.0,0.0,5
1990s,Sub-Saharan Africa,South Africa,ALL,ALL,Explosives,0_None,114,0.0,0.0,0.0,0.0,5
1980s,Central America & Caribbean,ALL,Armed Assault,Government (General),Firearms,ALL,114,202.0,109.0,311.0,2.7280701754385963,5
1980s,South America,ALL,Bombing/Explosion,Government (Diplomatic),Explosives,ALL,114,7.0,42.0,49.0,0.4298245614035088,5
1990s,Middle East & North Africa,ALL,Assassination,Private Citizens & Property,Melee,ALL,114,108.0,76.0,184.0,1.6140350877192982,5
2010s,Sub-Saharan Africa,ALL,Armed Assault,Religious Figures/Institutions,Firearms,ALL,114,654.0,188.0,842.0,7.385964912280702,5
1970s,Western Europe,ALL,Bombing/Explosion,Police,ALL,0_None,114,0.0,0.0,0.0,0.0,5
1980s,Middle East & North Africa,ALL,Bombing/Explosion,Business,ALL,0_None,114,0.0,0.0,0.0,0.0,5
1980s,Western Europe,ALL,Bombing/Explosion,Military,ALL,0_None,114,0.0,0.0,0.0,0.0,5
2010s,Sub-Saharan Africa,ALL,Bombing/Explosion,Private Citizens & Property,ALL,3_High_21_100,114,1813.0,2882.0,4695.0,41.18421052631579,5
1990s,Middle East & North Africa,ALL,ALL,Government (General),Explosives,0_None,114,0.0,0.0,0.0,0.0,5
1990s,South America,ALL,ALL,Religious Figures/Institutions,Explosives,0_None,114,0.0,0.0,0.0,0.0,5
2010s,South Asia,ALL,ALL,Military,Explosives,3_High_21_100,114,1734.0,2591.0,4325.0,37.93859649122807,5
2010s,ALL,Pakistan,Armed Assault,Violent Political Party,Firearms,ALL,114,142.0,86.0,228.0,2.0,5
2010s,ALL,Afghanistan,Hostage Taking (Kidnapping),Private Citizens & Property,ALL,0_None,114,0.0,0.0,0.0,0.0,5
2000s,ALL,Algeria,Bombing/Explosion,ALL,Explosives,2_Medium_6_20,114,400.0,742.0,1142.0,10.017543859649123,5
2010s,ALL,Egypt,Armed Assault,ALL,Firearms,0_None,114,0.0,0.0,0.0,0.0,5
2010s,ALL,India,Armed Assault,ALL,Melee,1_Low_1_5,114,109.0,41.0,150.0,1.3157894736842106,5
2000s,ALL,Iraq,ALL,Government (General),Explosives,2_Medium_6_20,114,306.0,881.0,1187.0,10.412280701754385,5
2010s,ALL,Ukraine,ALL,Private Citizens & Property,Explosives,0_None,114,0.0,0.0,0.0,0.0,5
1970s,ALL,ALL,Armed Assault,Military,Firearms,1_Low_1_5,114,160.0,39.0,199.0,1.7456140350877194,5
2010s,ALL,ALL,Bombing/Explosion,Unknown,Explosives,2_Medium_6_20,114,613.0,321.0,934.0,8.192982456140351,5
2010s,ALL,ALL,Hostage Taking (Kidnapping),Police,Firearms,1_Low_1_5,114,169.0,46.0,215.0,1.8859649122807018,5
2010s,ALL,ALL,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,2_Medium_6_20,114,879.0,227.0,1106.0,9.701754385964913,5
ALL,Southeast Asia,Philippines,Bombing/Explosion,Transportation,Explosives,ALL,114,124.0,759.0,883.0,7.745614035087719,5
ALL,Sub-Saharan Africa,Nigeria,Bombing/Explosion,Utilities,Explosives,ALL,114,203.0,12.0,215.0,1.8859649122807018,5
ALL,Western Europe,France,Bombing/Explosion,Police,Explosives,ALL,114,4.0,126.0,130.0,1.1403508771929824,5
ALL,South America,Peru,Bombing/Explosion,Police,ALL,0_None,114,0.0,0.0,0.0,0.0,5
ALL,South Asia,Bangladesh,Bombing/Explosion,Private Citizens & Property,ALL,1_Low_1_5,114,30.0,191.0,221.0,1.9385964912280702,5
ALL,South Asia,Pakistan,Bombing/Explosion,Private Citizens & Property,ALL,3_High_21_100,114,1255.0,3676.0,4931.0,43.25438596491228,5
ALL,Central America & Caribbean,El Salvador,ALL,Police,Firearms,1_Low_1_5,114,184.0,83.0,267.0,2.3421052631578947,5
ALL,Middle East & North Africa,Iraq,ALL,Religious Figures/Institutions,Firearms,1_Low_1_5,114,136.0,50.0,186.0,1.631578947368421,5
ALL,South America,Peru,ALL,Private Citizens & Property,Firearms,0_None,114,0.0,0.0,0.0,0.0,5
ALL,South Asia,Afghanistan,ALL,Military,Unknown,2_Medium_6_20,114,692.0,487.0,1179.0,10.342105263157896,5
ALL,Sub-Saharan Africa,Nigeria,ALL,Private Citizens & Property,Firearms,3_High_21_100,114,3327.0,930.5,4257.5,37.34649122807018,5
ALL,Sub-Saharan Africa,South Africa,ALL,Police,Firearms,1_Low_1_5,114,142.0,75.0,217.0,1.9035087719298245,5
ALL,Middle East & North Africa,ALL,Bombing/Explosion,Transportation,Explosives,3_High_21_100,114,991.0,3524.0,4515.0,39.60526315789474,5
ALL,South Asia,ALL,Armed Assault,Government (General),Firearms,0_None,114,0.0,0.0,0.0,0.0,5
ALL,Western Europe,ALL,Bombing/Explosion,Government (General),Explosives,1_Low_1_5,114,28.0,192.0,220.0,1.9298245614035088,5
ALL,ALL,Afghanistan,Assassination,Government (General),Explosives,1_Low_1_5,114,124.0,172.0,296.0,2.5964912280701755,5
ALL,ALL,El Salvador,Bombing/Explosion,Government (General),Explosives,0_None,114,0.0,0.0,0.0,0.0,5
ALL,ALL,Iraq,Bombing/Explosion,Religious Figures/Institutions,Explosives,1_Low_1_5,114,112.0,229.0,341.0,2.991228070175439,5
ALL,ALL,Italy,Facility/Infrastructure Attack,Business,Incendiary,0_None,114,0.0,0.0,0.0,0.0,5
ALL,ALL,Spain,Bombing/Explosion,Police,Explosives,0_None,114,0.0,0.0,0.0,0.0,5
1980s,Middle East & North Africa,Israel,Bombing/Explosion,Private Citizens & Property,ALL,ALL,113,19.0,154.0,173.0,1.5309734513274336,5
1980s,Middle East & North Africa,Lebanon,Bombing/Explosion,Private Citizens & Property,ALL,ALL,113,542.0,1871.0,2413.0,21.353982300884955,5
1990s,Southeast Asia,Philippines,Bombing/Explosion,Business,ALL,ALL,113,16.0,159.0,175.0,1.5486725663716814,5
1970s,North America,United States,Armed Assault,ALL,Firearms,ALL,113,84.0,106.0,190.0,1.6814159292035398,5
1980s,Western Europe,United Kingdom,Armed Assault,ALL,Firearms,ALL,113,76.0,66.0,142.0,1.2566371681415929,5
2000s,Middle East & North Africa,Iraq,Assassination,ALL,Explosives,ALL,113,248.0,630.0,878.0,7.769911504424779,5
2010s,Sub-Saharan Africa,Somalia,Hostage Taking (Kidnapping),ALL,ALL,1_Low_1_5,113,195.0,23.0,218.0,1.9292035398230087,5
1970s,Western Europe,United Kingdom,ALL,Police,Firearms,ALL,113,119.0,14.0,133.0,1.176991150442478,5
1980s,Central America & Caribbean,Guatemala,ALL,Police,Firearms,ALL,113,264.0,97.0,361.0,3.1946902654867255,5
1980s,Southeast Asia,Philippines,ALL,Government (General),Firearms,ALL,113,217.0,51.0,268.0,2.3716814159292037,5
1980s,Central America & Caribbean,Guatemala,ALL,Military,ALL,2_Medium_6_20,113,981.0,218.0,1199.0,10.610619469026549,5
1980s,Central America & Caribbean,Guatemala,ALL,Police,ALL,1_Low_1_5,113,182.0,60.0,242.0,2.1415929203539825,5
1980s,South America,Colombia,ALL,Utilities,ALL,0_None,113,0.0,0.0,0.0,0.0,5
1980s,Western Europe,Spain,ALL,Government (General),ALL,0_None,113,0.0,0.0,0.0,0.0,5
1990s,South Asia,Sri Lanka,ALL,Military,ALL,2_Medium_6_20,113,851.0,377.0,1228.0,10.867256637168142,5
2000s,South Asia,India,ALL,Transportation,ALL,0_None,113,0.0,0.0,0.0,0.0,5
2010s,South Asia,India,ALL,Police,ALL,2_Medium_6_20,113,396.0,702.0,1098.0,9.716814159292035,5
2010s,Southeast Asia,Thailand,ALL,Government (General),ALL,0_None,113,0.0,0.0,0.0,0.0,5
1970s,South America,Argentina,ALL,ALL,Explosives,0_None,113,0.0,0.0,0.0,0.0,5
1980s,Middle East & North Africa,Lebanon,ALL,ALL,Firearms,0_None,113,0.0,0.0,0.0,0.0,5
1990s,Southeast Asia,Philippines,ALL,ALL,Firearms,0_None,113,0.0,0.0,0.0,0.0,5
1970s,Western Europe,ALL,Bombing/Explosion,Government (Diplomatic),Explosives,ALL,113,10.0,51.0,61.0,0.5398230088495575,5
1990s,Middle East & North Africa,ALL,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,ALL,113,103.0,174.0,277.0,2.4513274336283186,5
2010s,Middle East & North Africa,ALL,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,ALL,113,18.0,119.0,137.0,1.2123893805309736,5
2010s,South America,ALL,Bombing/Explosion,Police,Explosives,ALL,113,116.0,617.0,733.0,6.486725663716814,5
1980s,Middle East & North Africa,ALL,Assassination,Government (General),ALL,1_Low_1_5,113,97.0,63.0,160.0,1.415929203539823,5
1990s,Middle East & North Africa,ALL,Facility/Infrastructure Attack,Business,ALL,0_None,113,0.0,0.0,0.0,0.0,5
2000s,Middle East & North Africa,ALL,Bombing/Explosion,Government (General),ALL,0_None,113,0.0,0.0,0.0,0.0,5
2010s,South Asia,ALL,Bombing/Explosion,Private Citizens & Property,ALL,3_High_21_100,113,1270.0,3415.0,4685.0,41.46017699115044,5
1990s,South America,ALL,Facility/Infrastructure Attack,ALL,Incendiary,0_None,113,0.0,0.0,0.0,0.0,5
1990s,South America,ALL,Unknown,ALL,Unknown,1_Low_1_5,113,203.0,79.0,282.0,2.495575221238938,5
1990s,Sub-Saharan Africa,ALL,Armed Assault,ALL,Firearms,0_None,113,0.0,0.0,0.0,0.0,5
2010s,South Asia,ALL,Assassination,ALL,Explosives,2_Medium_6_20,113,325.0,747.0,1072.0,9.486725663716815,5
1990s,South Asia,ALL,ALL,Government (General),Explosives,0_None,113,0.0,0.0,0.0,0.0,5
2010s,Middle East & North Africa,ALL,ALL,Transportation,Explosives,1_Low_1_5,113,97.0,229.0,326.0,2.8849557522123894,5
1990s,ALL,Sri Lanka,Bombing/Explosion,Military,Explosives,ALL,113,1004.0,901.0,1905.0,16.858407079646017,5
2000s,ALL,Russia,Armed Assault,Police,Firearms,ALL,113,196.0,284.0,480.0,4.247787610619469,5
2010s,ALL,Iraq,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,ALL,113,1951.0,7.0,1958.0,17.327433628318584,5
1970s,ALL,United States,Bombing/Explosion,Government (General),ALL,0_None,113,0.0,0.0,0.0,0.0,5
1980s,ALL,United Kingdom,Assassination,Military,ALL,1_Low_1_5,113,102.0,19.0,121.0,1.0707964601769913,5
2010s,ALL,Iraq,Bombing/Explosion,Police,ALL,3_High_21_100,113,1590.0,2733.0,4323.0,38.256637168141594,5
2010s,ALL,Pakistan,Hostage Taking (Kidnapping),Private Citizens & Property,ALL,0_None,113,0.0,0.0,0.0,0.0,5
2010s,ALL,Somalia,Bombing/Explosion,Military,ALL,2_Medium_6_20,113,574.0,502.0,1076.0,9.52212389380531,5
1980s,ALL,Lebanon,Assassination,ALL,Firearms,1_Low_1_5,113,106.0,57.0,163.0,1.4424778761061947,5
2000s,ALL,Colombia,Bombing/Explosion,ALL,Explosives,1_Low_1_5,113,89.0,229.0,318.0,2.814159292035398,5
2010s,ALL,Nigeria,ALL,Private Citizens & Property,Firearms,3_High_21_100,113,3319.0,896.5,4215.5,37.30530973451327,5
2010s,ALL,Yemen,ALL,Military,Explosives,0_None,113,0.0,0.0,0.0,0.0,5
1970s,ALL,ALL,Armed Assault,Business,Firearms,1_Low_1_5,113,93.0,75.0,168.0,1.4867256637168142,5
2010s,ALL,ALL,Unknown,Police,Unknown,0_None,113,0.0,0.0,0.0,0.0,5
ALL,Central America & Caribbean,El Salvador,Bombing/Explosion,Military,Explosives,ALL,113,373.0,560.0,933.0,8.256637168141593,5
ALL,South Asia,Afghanistan,Bombing/Explosion,Transportation,Explosives,ALL,113,541.0,579.0,1120.0,9.91150442477876,5
ALL,South Asia,India,Unknown,Private Citizens & Property,Unknown,ALL,113,323.0,140.0,463.0,4.097345132743363,5
ALL,South Asia,Pakistan,Hostage Taking (Kidnapping),Government (General),ALL,0_None,113,0.0,0.0,0.0,0.0,5
ALL,Sub-Saharan Africa,Somalia,Bombing/Explosion,Private Citizens & Property,ALL,1_Low_1_5,113,138.0,190.0,328.0,2.9026548672566372,5
ALL,Middle East & North Africa,Algeria,Bombing/Explosion,ALL,Explosives,3_High_21_100,113,997.0,3657.0,4654.0,41.1858407079646,5
ALL,South Asia,Nepal,Facility/Infrastructure Attack,ALL,Incendiary,0_None,113,0.0,0.0,0.0,0.0,5
ALL,South Asia,Sri Lanka,Facility/Infrastructure Attack,ALL,Incendiary,0_None,113,0.0,0.0,0.0,0.0,5
ALL,Southeast Asia,Philippines,Unknown,ALL,Unknown,0_None,113,0.0,0.0,0.0,0.0,5
ALL,Southeast Asia,Philippines,Unknown,ALL,Unknown,1_Low_1_5,113,229.0,92.0,321.0,2.84070796460177,5
ALL,Western Europe,Italy,Armed Assault,ALL,Firearms,1_Low_1_5,113,19.0,130.0,149.0,1.3185840707964602,5
ALL,Central America & Caribbean,ALL,Assassination,Military,Firearms,1_Low_1_5,113,148.0,13.0,161.0,1.424778761061947,5
ALL,Middle East & North Africa,ALL,Assassination,Terrorists/Non-State Militia,Firearms,1_Low_1_5,113,158.0,46.0,204.0,1.8053097345132743,5
ALL,South Asia,ALL,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,1_Low_1_5,113,144.0,164.0,308.0,2.725663716814159,5
ALL,ALL,Pakistan,Bombing/Explosion,Private Citizens & Property,Explosives,3_High_21_100,113,1230.0,3631.0,4861.0,43.017699115044245,5
1980s,South Asia,Sri Lanka,Bombing/Explosion,Military,ALL,ALL,112,648.0,460.0,1108.0,9.892857142857142,5
1990s,Middle East & North Africa,Algeria,Armed Assault,Police,ALL,ALL,112,289.0,168.0,457.0,4.080357142857143,5
1990s,Middle East & North Africa,Egypt,Assassination,Police,ALL,ALL,112,123.0,69.0,192.0,1.7142857142857142,5
2010s,Middle East & North Africa,Yemen,Bombing/Explosion,Utilities,ALL,ALL,112,5.0,44.0,49.0,0.4375,5
2010s,South Asia,Afghanistan,Armed Assault,ALL,Explosives,ALL,112,816.0,626.0,1442.0,12.875,5
2010s,South Asia,India,Facility/Infrastructure Attack,ALL,Firearms,ALL,112,11.0,24.0,35.0,0.3125,5
1990s,South Asia,Sri Lanka,Armed Assault,ALL,ALL,2_Medium_6_20,112,957.0,293.0,1250.0,11.160714285714286,5
2010s,Middle East & North Africa,Iraq,Armed Assault,ALL,ALL,0_None,112,0.0,0.0,0.0,0.0,5
2010s,North America,United States,Facility/Infrastructure Attack,ALL,ALL,0_None,112,0.0,0.0,0.0,0.0,5
1980s,South America,Peru,ALL,Business,Firearms,ALL,112,136.0,40.0,176.0,1.5714285714285714,5
2010s,Middle East & North Africa,Yemen,ALL,Utilities,Explosives,ALL,112,5.0,44.0,49.0,0.4375,5
2010s,South Asia,Bangladesh,ALL,Private Citizens & Property,ALL,1_Low_1_5,112,40.0,159.0,199.0,1.7767857142857142,5
2010s,South Asia,Nepal,ALL,Violent Political Party,ALL,0_None,112,0.0,0.0,0.0,0.0,5
1970s,North America,United States,ALL,ALL,Firearms,1_Low_1_5,112,102.0,69.0,171.0,1.5267857142857142,5
2000s,Southeast Asia,ALL,Armed Assault,Government (General),Firearms,ALL,112,137.0,75.0,212.0,1.8928571428571428,5
2010s,Middle East & North Africa,ALL,Bombing/Explosion,Educational Institution,ALL,1_Low_1_5,112,94.0,160.0,254.0,2.267857142857143,5
2010s,Middle East & North Africa,ALL,Bombing/Explosion,Transportation,ALL,1_Low_1_5,112,96.0,229.0,325.0,2.9017857142857144,5
2010s,Middle East & North Africa,ALL,Hostage Taking (Kidnapping),Journalists & Media,ALL,0_None,112,0.0,0.0,0.0,0.0,5
1970s,Central America & Caribbean,ALL,Assassination,ALL,Firearms,1_Low_1_5,112,131.0,28.0,159.0,1.4196428571428572,5
1980s,Western Europe,ALL,Assassination,ALL,Explosives,1_Low_1_5,112,83.0,74.0,157.0,1.4017857142857142,5
1990s,Sub-Saharan Africa,ALL,Facility/Infrastructure Attack,ALL,Incendiary,0_None,112,0.0,0.0,0.0,0.0,5
2010s,Middle East & North Africa,ALL,Armed Assault,ALL,Explosives,2_Medium_6_20,112,641.0,554.0,1195.0,10.669642857142858,5
2010s,Middle East & North Africa,ALL,Facility/Infrastructure Attack,ALL,Unknown,0_None,112,0.0,0.0,0.0,0.0,5
1970s,Western Europe,ALL,ALL,Private Citizens & Property,Explosives,1_Low_1_5,112,122.0,48.0,170.0,1.5178571428571428,5
1990s,South America,ALL,ALL,Military,Firearms,1_Low_1_5,112,226.0,47.0,273.0,2.4375,5
1990s,South Asia,ALL,ALL,Military,Firearms,1_Low_1_5,112,237.0,75.0,312.0,2.7857142857142856,5
2000s,Southeast Asia,ALL,ALL,Police,Firearms,1_Low_1_5,112,151.0,84.0,235.0,2.0982142857142856,5
1970s,ALL,United Kingdom,Bombing/Explosion,Military,Explosives,ALL,112,190.0,97.0,287.0,2.5625,5
1980s,ALL,Lebanon,Bombing/Explosion,Private Citizens & Property,Explosives,ALL,112,540.0,1869.0,2409.0,21.508928571428573,5
1980s,ALL,United Kingdom,Assassination,Private Citizens & Property,Firearms,ALL,112,114.0,5.0,119.0,1.0625,5
2000s,ALL,Afghanistan,Armed Assault,Police,Firearms,ALL,112,467.0,215.0,682.0,6.089285714285714,5
2010s,ALL,Pakistan,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,ALL,112,112.0,13.0,125.0,1.1160714285714286,5
2010s,ALL,Yemen,Bombing/Explosion,Utilities,Explosives,ALL,112,5.0,44.0,49.0,0.4375,5
2000s,ALL,Iraq,Bombing/Explosion,Business,ALL,1_Low_1_5,112,77.0,254.0,331.0,2.955357142857143,5
2010s,ALL,India,Armed Assault,Government (General),ALL,1_Low_1_5,112,89.0,60.0,149.0,1.3303571428571428,5
2010s,ALL,Iraq,Bombing/Explosion,Business,ALL,3_High_21_100,112,1210.0,3112.0,4322.0,38.589285714285715,5
2010s,ALL,Pakistan,Assassination,Government (General),ALL,1_Low_1_5,112,125.0,80.0,205.0,1.8303571428571428,5
2010s,ALL,Thailand,Bombing/Explosion,Utilities,ALL,0_None,112,0.0,0.0,0.0,0.0,5
1990s,ALL,Pakistan,Armed Assault,ALL,Firearms,2_Medium_6_20,112,622.0,574.0,1196.0,10.678571428571429,5
2000s,ALL,United States,Facility/Infrastructure Attack,ALL,Incendiary,0_None,112,0.0,0.0,0.0,0.0,5
2010s,ALL,Nigeria,Facility/Infrastructure Attack,ALL,Incendiary,0_None,112,0.0,0.0,0.0,0.0,5
1970s,ALL,United Kingdom,ALL,Police,Firearms,1_Low_1_5,112,119.0,14.0,133.0,1.1875,5
1980s,ALL,Chile,ALL,Transportation,Explosives,0_None,112,0.0,0.0,0.0,0.0,5
2000s,ALL,Iraq,ALL,Business,Explosives,1_Low_1_5,112,77.0,254.0,331.0,2.955357142857143,5
2010s,ALL,Afghanistan,ALL,Military,Unknown,2_Medium_6_20,112,673.0,484.0,1157.0,10.330357142857142,5
2010s,ALL,Philippines,ALL,Business,Firearms,0_None,112,0.0,0.0,0.0,0.0,5
2010s,ALL,Thailand,ALL,Utilities,Explosives,0_None,112,0.0,0.0,0.0,0.0,5
1980s,ALL,ALL,Armed Assault,Government (General),Firearms,0_None,112,0.0,0.0,0.0,0.0,5
1980s,ALL,ALL,Assassination,Terrorists/Non-State Militia,Firearms,1_Low_1_5,112,128.0,18.0,146.0,1.3035714285714286,5
2000s,ALL,ALL,Armed Assault,Educational Institution,Firearms,1_Low_1_5,112,130.0,45.0,175.0,1.5625,5
2010s,ALL,ALL,Bombing/Explosion,Government (Diplomatic),Explosives,1_Low_1_5,112,78.0,241.0,319.0,2.8482142857142856,5
ALL,South America,Colombia,Armed Assault,Business,Firearms,ALL,112,368.0,89.0,457.0,4.080357142857143,5
ALL,Western Europe,Italy,Bombing/Explosion,Government (General),Explosives,ALL,112,8.0,141.0,149.0,1.3303571428571428,5
ALL,Western Europe,United Kingdom,Armed Assault,Police,Firearms,ALL,112,61.0,64.0,125.0,1.1160714285714286,5
ALL,Middle East & North Africa,Iraq,Armed Assault,Private Citizens & Property,ALL,2_Medium_6_20,112,849.0,304.0,1153.0,10.294642857142858,5
ALL,Middle East & North Africa,Yemen,Bombing/Explosion,Utilities,ALL,0_None,112,0.0,0.0,0.0,0.0,5
ALL,South Asia,India,Bombing/Explosion,Government (General),ALL,1_Low_1_5,112,67.0,186.0,253.0,2.2589285714285716,5
ALL,Central America & Caribbean,El Salvador,Facility/Infrastructure Attack,ALL,Incendiary,0_None,112,0.0,0.0,0.0,0.0,5
ALL,Middle East & North Africa,West Bank and Gaza Strip,Facility/Infrastructure Attack,ALL,Incendiary,0_None,112,0.0,0.0,0.0,0.0,5
ALL,Southeast Asia,Philippines,Facility/Infrastructure Attack,ALL,Firearms,0_None,112,0.0,0.0,0.0,0.0,5
ALL,Middle East & North Africa,Iraq,ALL,Police,Firearms,2_Medium_6_20,112,689.0,347.0,1036.0,9.25,5
ALL,Middle East & North Africa,Lebanon,ALL,Terrorists/Non-State Militia,Explosives,1_Low_1_5,112,103.0,136.0,239.0,2.1339285714285716,5
ALL,Middle East & North Africa,Yemen,ALL,Utilities,Explosives,0_None,112,0.0,0.0,0.0,0.0,5
ALL,Sub-Saharan Africa,Nigeria,ALL,Utilities,Explosives,0_None,112,0.0,0.0,0.0,0.0,5
ALL,ALL,Somalia,Bombing/Explosion,Private Citizens & Property,Explosives,1_Low_1_5,112,135.0,190.0,325.0,2.9017857142857144,5
ALL,ALL,South Africa,Assassination,Private Citizens & Property,Firearms,1_Low_1_5,112,177.0,30.0,207.0,1.8482142857142858,5
ALL,ALL,Spain,Bombing/Explosion,Police,Explosives,1_Low_1_5,112,57.0,212.0,269.0,2.4017857142857144,5
ALL,ALL,Yemen,Bombing/Explosion,Utilities,Explosives,0_None,112,0.0,0.0,0.0,0.0,5
1980s,South Asia,India,Bombing/Explosion,Transportation,ALL,ALL,111,154.0,657.0,811.0,7.306306306306307,5
2010s,Sub-Saharan Africa,Democratic Republic of the Congo,Armed Assault,Private Citizens & Property,ALL,ALL,111,758.0,124.0,882.0,7.945945945945946,5
2010s,Middle East & North Africa,Syria,Armed Assault,ALL,Firearms,ALL,111,765.0,134.0,899.0,8.0990990990991,5
2010s,Middle East & North Africa,West Bank and Gaza Strip,Armed Assault,ALL,Firearms,ALL,111,72.0,98.0,170.0,1.5315315315315314,5
1990s,Sub-Saharan Africa,South Africa,Bombing/Explosion,ALL,ALL,0_None,111,0.0,0.0,0.0,0.0,5
2000s,South Asia,Sri Lanka,Bombing/Explosion,ALL,ALL,2_Medium_6_20,111,434.0,771.0,1205.0,10.855855855855856,5
2010s,Sub-Saharan Africa,Democratic Republic of the Congo,Armed Assault,ALL,ALL,1_Low_1_5,111,233.0,71.0,304.0,2.7387387387387387,5
1980s,South Asia,Sri Lanka,ALL,Private Citizens & Property,Firearms,ALL,111,1185.0,200.0,1385.0,12.477477477477477,5
1980s,Western Europe,Spain,ALL,Government (General),Explosives,ALL,111,2.0,26.0,28.0,0.25225225225225223,5
1990s,Middle East & North Africa,Lebanon,ALL,Terrorists/Non-State Militia,Explosives,ALL,111,95.0,170.0,265.0,2.3873873873873874,5
2000s,South Asia,Afghanistan,ALL,Private Citizens & Property,Firearms,ALL,111,491.0,44.0,535.0,4.81981981981982,5
2010s,Middle East & North Africa,Lebanon,ALL,Private Citizens & Property,Explosives,ALL,111,108.0,667.0,775.0,6.981981981981982,5
1980s,Middle East & North Africa,Israel,ALL,Private Citizens & Property,ALL,0_None,111,0.0,0.0,0.0,0.0,5
1980s,South Asia,Sri Lanka,ALL,Police,ALL,1_Low_1_5,111,194.0,75.0,269.0,2.4234234234234235,5
2000s,Middle East & North Africa,West Bank and Gaza Strip,ALL,ALL,Explosives,0_None,111,0.0,0.0,0.0,0.0,5
2010s,Middle East & North Africa,ALL,Assassination,Military,Explosives,ALL,111,132.0,207.0,339.0,3.054054054054054,5
1980s,Middle East & North Africa,ALL,Bombing/Explosion,Military,ALL,1_Low_1_5,111,78.0,176.0,254.0,2.2882882882882885,5
