decade,region_txt,country_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,casualty_level,support,total_killed,total_wounded,total_casualties,avg_casualties_per_event,cuboid_level
ALL,ALL,ALL,ALL,ALL,ALL,ALL,181691,411868.0,523869.0,935737.0,5.150156034145885,0
ALL,ALL,ALL,ALL,ALL,Explosives,ALL,92426,174277.0,385904.0,560181.0,6.060859498409538,1
ALL,ALL,ALL,Bombing/Explosion,ALL,ALL,ALL,88255,157321.0,372686.0,530007.0,6.005404792929579,1
2010s,ALL,ALL,ALL,ALL,ALL,ALL,86815,198502.0,243838.0,442340.0,5.095202441974314,1
ALL,ALL,ALL,ALL,ALL,ALL,0_None,73900,0.0,0.0,0.0,0.0,1
ALL,ALL,ALL,ALL,ALL,ALL,1_Low_1_5,73067,87294.0,70776.0,158070.0,2.1633569189921578,1
ALL,ALL,ALL,ALL,ALL,Firearms,ALL,58524,174894.0,77219.0,252113.0,4.307856605836921,1
ALL,Middle East & North Africa,ALL,ALL,ALL,ALL,ALL,50474,137642.0,214308.0,351950.0,6.97289693703689,1
ALL,South Asia,ALL,ALL,ALL,ALL,ALL,44974,101319.0,141360.0,242679.0,5.395984346511318,1
ALL,ALL,ALL,ALL,Private Citizens & Property,ALL,ALL,43511,140504.0,178672.0,319176.0,7.335524350164326,1
ALL,ALL,ALL,Armed Assault,ALL,ALL,ALL,42669,160297.0,77366.0,237663.0,5.569921957392955,1
1980s,ALL,ALL,ALL,ALL,ALL,ALL,31160,68193.0,48880.0,117073.0,3.7571566110397945,1
1990s,ALL,ALL,ALL,ALL,ALL,ALL,28762,65083.0,78886.0,143969.0,5.005528127390306,1
ALL,ALL,ALL,ALL,Military,ALL,ALL,27984,106047.0,71038.0,177085.0,6.328080331618067,1
ALL,ALL,ALL,ALL,ALL,ALL,2_Medium_6_20,25806,122855.0,142959.5,265814.5,10.300492133612337,1
2000s,ALL,ALL,ALL,ALL,ALL,ALL,25040,72962.0,144205.0,217167.0,8.672803514376996,1
ALL,ALL,Iraq,ALL,ALL,ALL,ALL,24636,78589.0,134690.0,213279.0,8.657208962493911,1
ALL,ALL,ALL,ALL,Police,ALL,ALL,24506,53704.0,64703.0,118407.0,4.831755488451808,1
ALL,ALL,ALL,ALL,Government (General),ALL,ALL,21283,26071.0,41184.0,67255.0,3.160033829817225,1
ALL,ALL,ALL,ALL,Business,ALL,ALL,20669,23487.0,54531.0,78018.0,3.7746383472833713,1
ALL,ALL,ALL,Assassination,ALL,ALL,ALL,19312,24920.0,13887.0,38807.0,2.009475973487987,1
ALL,South America,ALL,ALL,ALL,ALL,ALL,18978,28849.0,16704.0,45553.0,2.4003056170302455,1
ALL,Sub-Saharan Africa,ALL,ALL,ALL,ALL,ALL,17550,78386.0,52857.0,131243.0,7.478233618233618,1
ALL,Western Europe,ALL,ALL,ALL,ALL,ALL,16639,6694.0,18332.0,25026.0,1.5040567341787368,1
ALL,ALL,ALL,ALL,ALL,Unknown,ALL,15157,42620.0,17575.0,60195.0,3.97143234149238,1
ALL,ALL,Pakistan,ALL,ALL,ALL,ALL,14368,23822.0,42038.0,65860.0,4.583797327394209,1
ALL,ALL,Afghanistan,ALL,ALL,ALL,ALL,12731,39384.0,44277.0,83661.0,6.571439792632158,1
ALL,Southeast Asia,ALL,ALL,ALL,ALL,ALL,12485,15637.0,26259.0,41896.0,3.3557068482178614,1
ALL,ALL,India,ALL,ALL,ALL,ALL,11960,19341.0,28980.0,48321.0,4.040217391304348,1
ALL,ALL,ALL,Hostage Taking (Kidnapping),ALL,ALL,ALL,11158,24231.0,6446.0,30677.0,2.749327836529844,1
ALL,ALL,ALL,ALL,ALL,Incendiary,ALL,11135,5476.0,5530.0,11006.0,0.988414907947912,1
ALL,ALL,ALL,Facility/Infrastructure Attack,ALL,ALL,ALL,10356,3642.0,3765.0,7407.0,0.7152375434530707,1
ALL,Central America & Caribbean,ALL,ALL,ALL,ALL,ALL,10344,28708.0,8991.0,37699.0,3.6445282289249805,1
1970s,ALL,ALL,ALL,ALL,ALL,ALL,9914,7128.0,8060.0,15188.0,1.531974984869881,1
ALL,ALL,Colombia,ALL,ALL,ALL,ALL,8306,14698.0,10328.0,25026.0,3.0130026486876957,1
ALL,ALL,ALL,ALL,ALL,ALL,3_High_21_100,8074,136179.0,181581.5,317760.5,39.356019321278175,1
ALL,ALL,ALL,Unknown,ALL,ALL,ALL,7276,32381.0,14725.0,47106.0,6.47416162726773,1
ALL,ALL,Philippines,ALL,ALL,ALL,ALL,6908,9559.0,13367.0,22926.0,3.3187608569774176,1
ALL,ALL,ALL,ALL,Transportation,ALL,ALL,6799,13916.0,40679.0,54595.0,8.029857331960583,1
ALL,ALL,Peru,ALL,ALL,ALL,ALL,6096,12771.0,4078.0,16849.0,2.7639435695538057,1
ALL,ALL,ALL,ALL,Utilities,ALL,ALL,6023,1874.0,1353.0,3227.0,0.5357795118711606,1
ALL,ALL,ALL,ALL,Unknown,ALL,ALL,5898,4329.0,3559.0,7888.0,1.3374025093251949,1
ALL,ALL,El Salvador,ALL,ALL,ALL,ALL,5320,12053.0,5062.0,17115.0,3.2171052631578947,1
ALL,ALL,United Kingdom,ALL,ALL,ALL,ALL,5235,3410.0,6106.0,9516.0,1.8177650429799428,1
ALL,Eastern Europe,ALL,ALL,ALL,ALL,ALL,5144,7415.0,12045.0,19460.0,3.7830482115085537,1
ALL,ALL,ALL,ALL,Religious Figures/Institutions,ALL,ALL,4440,13413.0,24477.0,37890.0,8.533783783783784,1
ALL,ALL,ALL,ALL,Educational Institution,ALL,ALL,4322,3745.0,10227.0,13972.0,3.2327626099028226,1
ALL,ALL,Turkey,ALL,ALL,ALL,ALL,4292,6888.0,9899.0,16787.0,3.9112301957129545,1
ALL,ALL,Somalia,ALL,ALL,ALL,ALL,4142,10273.0,8875.0,19148.0,4.622887493964268,1
ALL,ALL,Nigeria,ALL,ALL,ALL,ALL,3907,22682.0,10239.0,32921.0,8.426158177629896,1
ALL,ALL,Thailand,ALL,ALL,ALL,ALL,3849,2742.0,7818.0,10560.0,2.7435697583787997,1
ALL,ALL,ALL,ALL,ALL,Melee,ALL,3655,10575.0,5495.0,16070.0,4.39671682626539,1
ALL,ALL,ALL,ALL,Government (Diplomatic),ALL,ALL,3573,3039.0,10359.0,13398.0,3.749790092359362,1
ALL,North America,ALL,ALL,ALL,ALL,ALL,3456,4916.0,21531.0,26447.0,7.652488425925926,1
ALL,ALL,Yemen,ALL,ALL,ALL,ALL,3347,8776.0,9328.0,18104.0,5.409023005676725,1
ALL,ALL,Spain,ALL,ALL,ALL,ALL,3249,1288.0,4935.0,6223.0,1.915358571868267,1
ALL,ALL,ALL,ALL,Terrorists/Non-State Militia,ALL,ALL,3039,9088.0,8223.0,17311.0,5.696281671602501,1
ALL,ALL,Sri Lanka,ALL,ALL,ALL,ALL,3022,15530.0,15561.0,31091.0,10.288219722038384,1
ALL,ALL,ALL,ALL,Journalists & Media,ALL,ALL,2948,1501.0,1796.0,3297.0,1.1183853459972863,1
ALL,ALL,United States,ALL,ALL,ALL,ALL,2836,3771.0,20702.0,24473.0,8.629407616361071,1
ALL,ALL,Algeria,ALL,ALL,ALL,ALL,2743,11066.0,9150.0,20216.0,7.370032810791105,1
ALL,ALL,France,ALL,ALL,ALL,ALL,2693,534.0,2516.0,3050.0,1.1325659116227256,1
ALL,ALL,Egypt,ALL,ALL,ALL,ALL,2479,3869.0,4822.0,8691.0,3.5058491327148045,1
ALL,ALL,Lebanon,ALL,ALL,ALL,ALL,2478,4061.0,10904.0,14965.0,6.0391444713478615,1
ALL,ALL,Chile,ALL,ALL,ALL,ALL,2365,228.0,755.0,983.0,0.4156448202959831,1
ALL,ALL,Libya,ALL,ALL,ALL,ALL,2249,2598.0,3310.0,5908.0,2.626945309026234,1
ALL,ALL,West Bank and Gaza Strip,ALL,ALL,ALL,ALL,2227,1500.0,3014.0,4514.0,2.0269420745397397,1
ALL,ALL,Syria,ALL,ALL,ALL,ALL,2201,15229.0,14109.0,29338.0,13.329395729213994,1
ALL,ALL,Russia,ALL,ALL,ALL,ALL,2194,4308.0,7441.0,11749.0,5.355059252506837,1
ALL,ALL,Israel,ALL,ALL,ALL,ALL,2183,1703.0,7946.0,9649.0,4.420064131928538,1
ALL,ALL,Guatemala,ALL,ALL,ALL,ALL,2050,5167.0,1231.0,6398.0,3.1209756097560977,1
ALL,ALL,South Africa,ALL,ALL,ALL,ALL,2016,2674.0,4545.0,7219.0,3.5808531746031744,1
ALL,ALL,Nicaragua,ALL,ALL,ALL,ALL,1970,10598.0,1731.0,12329.0,6.258375634517766,1
ALL,ALL,ALL,ALL,Violent Political Party,ALL,ALL,1866,3617.0,5303.0,8920.0,4.780278670953912,1
ALL,ALL,Ukraine,ALL,ALL,ALL,ALL,1709,2261.0,2841.0,5102.0,2.9853715623171446,1
ALL,ALL,Bangladesh,ALL,ALL,ALL,ALL,1648,1244.0,8225.0,9469.0,5.745752427184466,1
ALL,ALL,Italy,ALL,ALL,ALL,ALL,1565,420.0,1291.0,1711.0,1.093290734824281,1
ALL,ALL,ALL,ALL,Airports & Aircraft,ALL,ALL,1343,3767.0,3478.0,7245.0,5.39463886820551,1
ALL,ALL,Greece,ALL,ALL,ALL,ALL,1275,325.0,733.0,1058.0,0.8298039215686275,1
ALL,ALL,Nepal,ALL,ALL,ALL,ALL,1215,1969.0,2151.0,4120.0,3.3909465020576133,1
ALL,ALL,ALL,Unarmed Assault,ALL,ALL,ALL,1015,880.0,14027.0,14907.0,14.686699507389163,1
ALL,ALL,ALL,ALL,Telecommunication,ALL,ALL,1009,182.0,497.0,679.0,0.6729435084241824,1
ALL,ALL,ALL,Hostage Taking (Barricade Incident),ALL,ALL,ALL,991,4478.0,3966.0,8444.0,8.520686175580222,1
ALL,ALL,ALL,ALL,NGO,ALL,ALL,970,1057.0,893.0,1950.0,2.0103092783505154,1
ALL,ALL,Sudan,ALL,ALL,ALL,ALL,967,3883.0,2169.0,6052.0,6.258531540847984,1
ALL,ALL,ALL,ALL,ALL,ALL,4_Mass_100_plus,844,65540.0,128552.0,194092.0,229.96682464454977,1
ALL,ALL,Argentina,ALL,ALL,ALL,ALL,815,490.0,755.0,1245.0,1.5276073619631902,1
ALL,East Asia,ALL,ALL,ALL,ALL,ALL,802,1152.0,9213.0,10365.0,12.923940149625935,1
ALL,ALL,Democratic Republic of the Congo,ALL,ALL,ALL,ALL,775,4069.0,1369.0,5438.0,7.016774193548387,1
ALL,ALL,Indonesia,ALL,ALL,ALL,ALL,761,1238.0,2445.0,3683.0,4.839684625492772,1
ALL,ALL,Germany,ALL,ALL,ALL,ALL,735,84.0,683.0,767.0,1.0435374149659864,1
ALL,ALL,Iran,ALL,ALL,ALL,ALL,684,1673.0,4029.0,5702.0,8.336257309941521,1
ALL,ALL,Kenya,ALL,ALL,ALL,ALL,683,1948.0,6263.0,8211.0,12.021961932650074,1
ALL,ALL,ALL,Hijacking,ALL,ALL,ALL,659,3718.0,17001.0,20719.0,31.440060698027313,1
ALL,ALL,Burundi,ALL,ALL,ALL,ALL,613,4205.0,2454.0,6659.0,10.862969004893964,1
ALL,ALL,Mali,ALL,ALL,ALL,ALL,566,1432.0,1356.0,2788.0,4.925795053003534,1
ALL,Central Asia,ALL,ALL,ALL,ALL,ALL,563,1000.0,2009.0,3009.0,5.344582593250444,1
ALL,ALL,Myanmar,ALL,ALL,ALL,ALL,546,1280.0,1631.0,2911.0,5.331501831501831,1
ALL,ALL,West Germany (FRG),ALL,ALL,ALL,ALL,541,97.0,862.0,959.0,1.7726432532347505,1
ALL,ALL,Mexico,ALL,ALL,ALL,ALL,524,780.0,683.0,1463.0,2.7919847328244276,1
ALL,ALL,Angola,ALL,ALL,ALL,ALL,499,3043.0,2455.0,5498.0,11.01803607214429,1
ALL,ALL,ALL,ALL,Tourists,ALL,ALL,440,758.0,1290.0,2048.0,4.654545454545454,1
ALL,ALL,Japan,ALL,ALL,ALL,ALL,402,66.0,6998.0,7064.0,17.572139303482587,1
ALL,ALL,Uganda,ALL,ALL,ALL,ALL,394,3065.0,1145.0,4210.0,10.685279187817258,1
ALL,ALL,Saudi Arabia,ALL,ALL,ALL,ALL,371,672.0,1666.0,2338.0,6.30188679245283,1
ALL,ALL,Mozambique,ALL,ALL,ALL,ALL,363,2711.0,1518.0,4229.0,11.650137741046832,1
ALL,ALL,ALL,ALL,Maritime,ALL,ALL,351,1191.0,908.0,2099.0,5.98005698005698,1
ALL,ALL,Cameroon,ALL,ALL,ALL,ALL,332,2347.0,1063.0,3410.0,10.271084337349398,1
ALL,ALL,Honduras,ALL,ALL,ALL,ALL,323,307.0,240.0,547.0,1.693498452012384,1
ALL,ALL,ALL,ALL,ALL,Chemical,ALL,321,624.0,13825.0,14449.0,45.01246105919003,1
ALL,ALL,ALL,ALL,Food or Water Supply,ALL,ALL,317,313.0,234.0,547.0,1.725552050473186,1
ALL,ALL,Bolivia,ALL,ALL,ALL,ALL,314,42.0,166.0,208.0,0.6624203821656051,1
ALL,ALL,Ireland,ALL,ALL,ALL,ALL,307,117.0,31.0,148.0,0.4820846905537459,1
ALL,ALL,Venezuela,ALL,ALL,ALL,ALL,293,227.0,247.0,474.0,1.6177474402730376,1
ALL,ALL,Central African Republic,ALL,ALL,ALL,ALL,283,1990.0,942.0,2932.0,10.360424028268552,1
ALL,Australasia & Oceania,ALL,ALL,ALL,ALL,ALL,282,150.0,260.0,410.0,1.4539007092198581,1
ALL,ALL,Brazil,ALL,ALL,ALL,ALL,273,203.0,160.0,363.0,1.3296703296703296,1
ALL,ALL,ALL,ALL,Abortion Related,ALL,ALL,263,10.0,46.0,56.0,0.21292775665399238,1
ALL,ALL,Cambodia,ALL,ALL,ALL,ALL,259,543.0,786.0,1329.0,5.1312741312741315,1
ALL,ALL,China,ALL,ALL,ALL,ALL,252,1008.0,1842.0,2850.0,11.30952380952381,1
ALL,ALL,South Sudan,ALL,ALL,ALL,ALL,225,2634.0,1323.0,3957.0,17.586666666666666,1
ALL,ALL,Ecuador,ALL,ALL,ALL,ALL,220,54.0,79.0,133.0,0.6045454545454545,1
ALL,ALL,Georgia,ALL,ALL,ALL,ALL,217,278.0,392.0,670.0,3.087557603686636,1
ALL,ALL,Haiti,ALL,ALL,ALL,ALL,213,336.0,300.0,636.0,2.9859154929577465,1
ALL,ALL,Bahrain,ALL,ALL,ALL,ALL,207,44.0,189.0,233.0,1.1256038647342994,1
ALL,ALL,Yugoslavia,ALL,ALL,ALL,ALL,203,119.0,281.0,400.0,1.9704433497536946,1
ALL,ALL,Kosovo,ALL,ALL,ALL,ALL,196,83.0,365.0,448.0,2.2857142857142856,1
ALL,ALL,Ethiopia,ALL,ALL,ALL,ALL,190,1765.0,1214.0,2979.0,15.678947368421053,1
ALL,ALL,Tajikistan,ALL,ALL,ALL,ALL,188,307.0,1109.0,1416.0,7.531914893617022,1
ALL,ALL,Bosnia-Herzegovina,ALL,ALL,ALL,ALL,159,79.0,150.0,229.0,1.440251572327044,1
ALL,ALL,Rwanda,ALL,ALL,ALL,ALL,159,3236.0,922.0,4158.0,26.150943396226417,1
ALL,ALL,Belgium,ALL,ALL,ALL,ALL,154,79.0,516.0,595.0,3.8636363636363638,1
ALL,ALL,Niger,ALL,ALL,ALL,ALL,154,1474.0,472.0,1946.0,12.636363636363637,1
ALL,ALL,Namibia,ALL,ALL,ALL,ALL,151,220.0,406.0,626.0,4.145695364238411,1
ALL,ALL,ALL,ALL,ALL,Sabotage Equipment,ALL,141,83.0,286.0,369.0,2.617021276595745,1
ALL,ALL,Portugal,ALL,ALL,ALL,ALL,140,32.0,95.0,127.0,0.9071428571428571,1
ALL,ALL,ALL,ALL,Other,ALL,ALL,137,255.0,419.0,674.0,4.91970802919708,1
ALL,ALL,ALL,ALL,ALL,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",ALL,136,3184.0,17121.0,20305.0,149.3014705882353,1
ALL,ALL,Cyprus,ALL,ALL,ALL,ALL,132,45.0,41.0,86.0,0.6515151515151515,1
ALL,ALL,Sweden,ALL,ALL,ALL,ALL,132,22.0,80.0,102.0,0.7727272727272727,1
ALL,ALL,Netherlands,ALL,ALL,ALL,ALL,130,37.0,58.0,95.0,0.7307692307692307,1
ALL,ALL,Panama,ALL,ALL,ALL,ALL,127,38.0,83.0,121.0,0.952755905511811,1
ALL,ALL,Macedonia,ALL,ALL,ALL,ALL,118,49.0,60.0,109.0,0.923728813559322,1
ALL,ALL,Senegal,ALL,ALL,ALL,ALL,118,325.0,323.0,648.0,5.491525423728813,1
ALL,ALL,Austria,ALL,ALL,ALL,ALL,115,30.0,126.0,156.0,1.3565217391304347,1
ALL,ALL,Australia,ALL,ALL,ALL,ALL,114,23.0,113.0,136.0,1.1929824561403508,1
ALL,ALL,Paraguay,ALL,ALL,ALL,ALL,114,59.0,69.0,128.0,1.1228070175438596,1
ALL,ALL,ALL,ALL,ALL,Other,ALL,114,123.0,105.0,228.0,2.0,1
ALL,ALL,Jordan,ALL,ALL,ALL,ALL,113,133.0,260.0,393.0,3.47787610619469,1
ALL,ALL,Switzerland,ALL,ALL,ALL,ALL,111,74.0,94.0,168.0,1.5135135135135136,1
ALL,ALL,Tunisia,ALL,ALL,ALL,ALL,109,351.0,433.0,784.0,7.192660550458716,1
ALL,ALL,Sierra Leone,ALL,ALL,ALL,ALL,101,840.0,122.0,962.0,9.524752475247524,1
ALL,ALL,Zimbabwe,ALL,ALL,ALL,ALL,101,154.0,222.0,376.0,3.722772277227723,1
ALL,ALL,ALL,Bombing/Explosion,ALL,Explosives,ALL,86791,153120.0,366621.0,519741.0,5.988420458342455,2
2010s,ALL,ALL,ALL,ALL,Explosives,ALL,49116,106904.0,192924.0,299828.0,6.104487336102289,2
2010s,ALL,ALL,Bombing/Explosion,ALL,ALL,ALL,45461,89976.0,182086.0,272062.0,5.984514198983744,2
ALL,ALL,ALL,ALL,ALL,Explosives,0_None,43809,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,Bombing/Explosion,ALL,ALL,0_None,42681,0.0,0.0,0.0,0.0,2
2010s,ALL,ALL,ALL,ALL,ALL,1_Low_1_5,38127,43714.0,42785.0,86499.0,2.268707215359194,2
ALL,ALL,ALL,Armed Assault,ALL,Firearms,ALL,36777,138494.0,64622.0,203116.0,5.522908339451288,2
ALL,ALL,ALL,ALL,ALL,Firearms,1_Low_1_5,36485,50074.0,19768.0,69842.0,1.914266136768535,2
2010s,Middle East & North Africa,ALL,ALL,ALL,ALL,ALL,32965,88469.0,124500.0,212969.0,6.460458061580464,2
ALL,Middle East & North Africa,ALL,ALL,ALL,Explosives,ALL,32283,87678.0,190327.0,278005.0,8.611498311804974,2
ALL,Middle East & North Africa,ALL,Bombing/Explosion,ALL,ALL,ALL,30908,81183.0,187839.0,269022.0,8.70396013976964,2
2010s,ALL,ALL,ALL,ALL,ALL,0_None,30207,0.0,0.0,0.0,0.0,2
2010s,South Asia,ALL,ALL,ALL,ALL,ALL,29186,53201.0,69503.0,122704.0,4.204207496745015,2
ALL,ALL,ALL,ALL,ALL,Explosives,1_Low_1_5,27340,25064.0,45094.0,70158.0,2.5661302121433796,2
ALL,ALL,ALL,Bombing/Explosion,ALL,ALL,1_Low_1_5,25311,23107.0,42444.0,65551.0,2.5898226067717594,2
2010s,ALL,ALL,ALL,ALL,Firearms,ALL,24771,63293.0,31643.0,94936.0,3.8325461224819346,2
ALL,Middle East & North Africa,Iraq,ALL,ALL,ALL,ALL,24636,78589.0,134690.0,213279.0,8.657208962493911,2
ALL,ALL,ALL,Armed Assault,ALL,ALL,1_Low_1_5,23784,34476.0,17212.0,51688.0,2.1732256979482005,2
2010s,ALL,ALL,ALL,Private Citizens & Property,ALL,ALL,22941,64806.0,85285.0,150091.0,6.542478531886143,2
ALL,South Asia,ALL,ALL,ALL,Explosives,ALL,22568,44959.0,103603.0,148562.0,6.582860687699397,2
ALL,Middle East & North Africa,ALL,ALL,ALL,ALL,1_Low_1_5,22252,24421.0,27356.0,51777.0,2.326847024986518,2
ALL,South Asia,ALL,Bombing/Explosion,ALL,ALL,ALL,21246,41490.0,97925.0,139415.0,6.561941071260472,2
ALL,ALL,ALL,ALL,Private Citizens & Property,Explosives,ALL,20600,51918.0,128366.0,180284.0,8.751650485436894,2
ALL,South Asia,ALL,ALL,ALL,ALL,1_Low_1_5,20478,26035.0,19693.0,45728.0,2.233030569391542,2
ALL,ALL,ALL,Bombing/Explosion,Private Citizens & Property,ALL,ALL,20144,47805.0,128521.0,176326.0,8.753276409849086,2
2010s,ALL,ALL,Armed Assault,ALL,ALL,ALL,20093,59761.0,34144.0,93905.0,4.673518140645996,2
ALL,ALL,ALL,ALL,Private Citizens & Property,ALL,1_Low_1_5,19643,24685.0,18168.0,42853.0,2.181591406607952,2
2010s,ALL,Iraq,ALL,ALL,ALL,ALL,19286,55204.0,83997.0,139201.0,7.217722700404439,2
ALL,ALL,Iraq,ALL,ALL,Explosives,ALL,18925,56045.0,125301.0,181346.0,9.58235138705416,2
ALL,ALL,Iraq,Bombing/Explosion,ALL,ALL,ALL,18286,53578.0,124817.0,178395.0,9.755824127748005,2
1980s,ALL,ALL,ALL,ALL,ALL,0_None,16684,0.0,0.0,0.0,0.0,2
2010s,ALL,ALL,ALL,Military,ALL,ALL,16318,55296.0,42422.0,97718.0,5.988356416227479,2
ALL,ALL,ALL,Assassination,ALL,ALL,1_Low_1_5,16231,18764.0,6120.0,24884.0,1.533115642905551,2
ALL,ALL,ALL,ALL,ALL,Explosives,2_Medium_6_20,15414,49895.0,109132.0,159027.0,10.317049435578046,2
ALL,Middle East & North Africa,ALL,ALL,Private Citizens & Property,ALL,ALL,15257,49721.0,87800.0,137521.0,9.01363308645212,2
ALL,South Asia,ALL,ALL,ALL,Firearms,ALL,15169,43860.0,24671.0,68531.0,4.517832421385721,2
ALL,South Asia,ALL,ALL,ALL,ALL,0_None,15077,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,Bombing/Explosion,ALL,ALL,2_Medium_6_20,14682,46162.0,105172.0,151334.0,10.307451300912682,2
ALL,South Asia,Pakistan,ALL,ALL,ALL,ALL,14368,23822.0,42038.0,65860.0,4.583797327394209,2
2010s,ALL,ALL,ALL,ALL,ALL,2_Medium_6_20,14359,61356.0,83674.5,145030.5,10.100320356570792,2
ALL,Middle East & North Africa,ALL,ALL,ALL,ALL,0_None,14344,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Private Citizens & Property,Firearms,ALL,14322,58421.0,20254.0,78675.0,5.49329702555509,2
1980s,ALL,ALL,Bombing/Explosion,ALL,ALL,ALL,14137,14360.0,33876.0,48236.0,3.4120393294192546,2
1980s,ALL,ALL,ALL,ALL,Explosives,ALL,13972,12598.0,33015.0,45613.0,3.2646006298310906,2
ALL,ALL,ALL,ALL,Police,ALL,1_Low_1_5,13918,17295.0,15010.0,32305.0,2.321094984911625,2
2000s,ALL,ALL,ALL,ALL,Explosives,ALL,13763,39567.0,109584.0,149151.0,10.837099469592385,2
ALL,ALL,ALL,Assassination,ALL,Firearms,ALL,13614,17912.0,4783.0,22695.0,1.6670339356544734,2
2000s,ALL,ALL,Bombing/Explosion,ALL,ALL,ALL,13438,37649.0,106396.0,144045.0,10.719229051942254,2
2010s,ALL,ALL,ALL,Police,ALL,ALL,13331,30018.0,36168.0,66186.0,4.964818843297577,2
1990s,ALL,ALL,ALL,ALL,ALL,0_None,13264,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Military,Explosives,ALL,12925,39644.0,46748.0,86392.0,6.684100580270793,2
ALL,ALL,ALL,ALL,Military,ALL,1_Low_1_5,12831,17473.0,13500.0,30973.0,2.413919413919414,2
ALL,South Asia,Afghanistan,ALL,ALL,ALL,ALL,12731,39384.0,44277.0,83661.0,6.571439792632158,2
ALL,ALL,ALL,ALL,Business,ALL,0_None,12437,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Private Citizens & Property,ALL,0_None,12296,0.0,0.0,0.0,0.0,2
1980s,ALL,ALL,ALL,ALL,Firearms,ALL,12128,47592.0,11593.0,59185.0,4.880029683377309,2
ALL,ALL,ALL,Bombing/Explosion,Business,ALL,ALL,12020,12870.0,46206.0,59076.0,4.914808652246256,2
ALL,ALL,ALL,ALL,Business,Explosives,ALL,12016,13938.0,47111.0,61049.0,5.0806424766977365,2
ALL,ALL,ALL,ALL,ALL,Firearms,0_None,12008,0.0,0.0,0.0,0.0,2
ALL,South Asia,India,ALL,ALL,ALL,ALL,11960,19341.0,28980.0,48321.0,4.040217391304348,2
ALL,ALL,ALL,Bombing/Explosion,Military,ALL,ALL,11879,34153.0,44160.0,78313.0,6.592558296152875,2
ALL,Middle East & North Africa,ALL,ALL,ALL,Firearms,ALL,11877,29060.0,14379.0,43439.0,3.657405068620022,2
ALL,ALL,ALL,ALL,Military,Firearms,ALL,11624,52731.0,18074.0,70805.0,6.091276668960771,2
ALL,South Asia,ALL,Armed Assault,ALL,ALL,ALL,11404,39132.0,24505.0,63637.0,5.580235005261311,2
2010s,Sub-Saharan Africa,ALL,ALL,ALL,ALL,ALL,11324,46398.0,28670.0,75068.0,6.629106322854115,2
ALL,ALL,Iraq,ALL,ALL,ALL,1_Low_1_5,11147,11989.0,16198.0,28187.0,2.5286624203821657,2
ALL,South America,ALL,ALL,ALL,ALL,0_None,11145,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,Armed Assault,Military,ALL,ALL,11102,51651.0,19332.0,70983.0,6.393712844532517,2
1990s,ALL,ALL,ALL,ALL,Explosives,ALL,11083,13264.0,44604.0,57868.0,5.2213299648109714,2
ALL,ALL,ALL,ALL,Police,Explosives,ALL,10928,21761.0,45695.0,67456.0,6.172767203513909,2
1990s,ALL,ALL,Bombing/Explosion,ALL,ALL,ALL,10899,13229.0,44430.0,57659.0,5.2903018625561975,2
ALL,ALL,ALL,Armed Assault,Private Citizens & Property,ALL,ALL,10848,58303.0,21565.0,79868.0,7.362463126843658,2
2000s,ALL,ALL,ALL,ALL,ALL,1_Low_1_5,10820,12586.0,11964.0,24550.0,2.2689463955637708,2
ALL,Western Europe,ALL,ALL,ALL,ALL,0_None,10797,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Police,Firearms,ALL,10783,25228.0,13711.0,38939.0,3.6111471761105443,2
1990s,ALL,ALL,ALL,ALL,Firearms,ALL,10767,37026.0,18422.0,55448.0,5.149809603417851,2
2010s,ALL,Afghanistan,ALL,ALL,ALL,ALL,10658,33776.0,37235.0,71011.0,6.662694689435166,2
2010s,ALL,Pakistan,ALL,ALL,ALL,ALL,10571,15244.0,24866.0,40110.0,3.7943430139059693,2
1990s,ALL,ALL,ALL,ALL,ALL,1_Low_1_5,10540,13546.0,7759.0,21305.0,2.02134724857685,2
ALL,South Asia,ALL,ALL,Private Citizens & Property,ALL,ALL,10491,27158.0,35987.0,63145.0,6.018968639786483,2
ALL,Middle East & North Africa,ALL,ALL,ALL,ALL,2_Medium_6_20,10393,40696.0,65470.0,106166.0,10.215144809006063,2
1980s,ALL,ALL,ALL,ALL,ALL,1_Low_1_5,10123,13870.0,6712.0,20582.0,2.0331917415785834,2
ALL,ALL,ALL,Bombing/Explosion,Police,ALL,ALL,10117,19446.0,43865.0,63311.0,6.257882771572601,2
ALL,ALL,ALL,ALL,ALL,Incendiary,0_None,9839,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Government (General),ALL,1_Low_1_5,9801,10004.0,7328.0,17332.0,1.7683909805121927,2
1980s,South America,ALL,ALL,ALL,ALL,ALL,9698,15418.0,5321.0,20739.0,2.138482161270365,2
